,video_id,publish_at,title,channel_id,description,view_count,trending,like_count,ratings_disabled,dislike_count,comment_count,comments_disabled
33,Yt3iBv0UqYs,2020-12-17T16:19:57Z,¿SE ACABÓ CRAZY CREW?,UC8dr1n1aUiqpmy0LBKkvwLw,"¿SE ACABÓ CRAZY CREW? 
🔥TIENDA CRAZY CREW: https://crazycrewesports.com/tienda-crazy-crew/
👉Suscribete aqui: https://goo.gl/RK3YCo

❤️REDES SOCIALES

🐤POLLO🐤

🐤 https://twitter.com/DoctorePoLLo
📷 http://instagram.com/doctorepollo
😜 https://www.facebook.com/DoctorePoLLoYT

🤪JORDI🤪

🤪https://twitter.com/WuaJordi
📷https://www.instagram.com/wuajordi/?hl=es

☄️CRAZY CREW ESPORTS: 

▶️Canal: https://goo.gl/icDtv9
🐤Twitter: https://twitter.com/CrazyCrewEsport
📷Instagram: https://www.instagram.com/crazycrewesports

#retofutbol #futbol #retosdefutbol",102806,1,20700,False,202,1138,False
34,EaBI2O4rSUA,2020-12-16T06:45:12Z,¿Hay algún panettone decente de supermercado? | EL COMIDISTA,UCoIJrrwXy_mlr1WkC4vaTnA,"El entusiasmo con el que los españoles han abrazado el panettone
 es difícil de entender -¿alguien se imagina a los italianos volviéndose
 locos de repente por el roscón o los polvorones?-, pero nos guste o no,
 el invento milanés ya forma parte nuestro paisaje gastronómico 
navideño. 

Los
 mejores ejemplares de panettone se suelen encontrar en las panaderías y
 pastelerías artesanas, pero a veces uno peca con versiones industriales
 de supermercado. ¿Alguna se salva? Para averiguarlo, pedimos a Tonatiuh
 Cortés, panadero de Cloudstreet Bakery y ganador del premio al mejor panettone artesano en 2019, que catara a ciegas unos cuantos. Su veredicto lo tienes en el vídeo de arriba. https://bit.ly/catapanettone
Suscríbete a nuestro canal: http://cort.as/-9ysp 
Visita: https://elcomidista.elpais.com 
Síguenos en Facebook: https://www.facebook.com/elcomidista 
Síguenos en Twitter: https://twitter.com/ElComidista 
Síguenos en Instagram: https://www.instagram.com/elcomidista 
¡Bienvenido al canal oficial de EL COMIDISTA en EL PAÍS! Cada semana publicamos nuevos vídeos de gastronomía, recetas, restaurantes, productos, chaladuras culinarias y mucho más. ¡Suscríbete ya a nuestro canal!: http://cort.as/-9ysp 
El Comidista es una web muy maja que incluye recetas, info sobre trastos de cocina, restaurantes, productos y cualquier tontería que se les ocurra a sus autores.",122576,1,4553,False,128,534,False
35,DlSzcIgIaJs,2020-12-17T23:46:09Z,“ NINFO “ - KEVVO x OMY DE ORO 🤴🏻🤴🏻🥊 #LRDP,UCCmxQKlIbX8MtswT_tSqiOA,"Ninfo disponible en todas las plataformas
KEVVO, Omy De Oro - “Ninfo” https://losreyesdelpunch.lnk.to/ninfoID

Produced by Yannc Full Harmony
Video directed by Jack Nine Films
Video Edit by Pepe Quintana in collaboration with Ferian MTT
Label: Young Boss Ent, Una Vision Quintana, Share That Music


Kevvo instagram: https://www.instagram.com/kevvoofficial/
Omy De Oro instagram: https://www.instagram.com/omydeoro/

All-encompassing: https://losreyesdelpunch.lnk.to/ninfo
Retail-Specific: 
Spotify: https://losreyesdelpunch.lnk.to/ninfo/spotify
Apple Music: https://losreyesdelpunch.lnk.to/ninfo/applemusic
Deezer: https://losreyesdelpunch.lnk.to/ninfo/deezer
YouTube Music: https://losreyesdelpunch.lnk.to/ninfo/youtubemusic
Amazon Music: https://losreyesdelpunch.lnk.to/ninfo/amazonmusic
Amazon (Download): https://losreyesdelpunch.lnk.to/ninfo/amazonmp3
iTunes: https://losreyesdelpunch.lnk.to/ninfo/itunes
Google Play: https://losreyesdelpunch.lnk.to/ninfo/google-play

Letra:

Ninfo Maniaca
Siempre esta bellaca
Le gusta hacer orgias, los titere’ y las paca’
Ninfo Maniaca
Siempre esta bellaca
Te voy soltar el ticket si mueve el culo en taca (x2)
Se pone bien puta cuando se lo meto
Le cambia la cara cuando entra completo
Dice que esta sola y le llego rápido Toretto , rápido Toretto
Ella solo me usa no le importa si la respeto
No me voy acapella siempre tengo puesto el chaleco
Pa’ meterle me empepo
No hay otro como yo, el muñeco es el muñeco
Nadie va saber tu sabe’ soy discreto
Es fina pero le gustan los traquetos
El flow de esta gente esta bien obsoleto
Roncan y tienen los bolsillos seco’
En to’ lao’ se nos pegan tenemo’ el magneto
Ella es una Ninfo, se pasa to’ el dia bellaca
Parece que en porno no es una novata
Sierva tu conmigo estas a fogata
Eres la favorita de toas mis gatas
Se besa con la amiga pero no son patas
Volvemos a chingar después de que se arrebata
Ninfo Maniaca
Siempre esta bellaca
Le gusta hacer orgias, los titere’ y las paca’
Ninfo Maniaca
Siempre esta bellaca
Te voy soltar el ticket si mueve el culo en taca
Ninfomaniaca le gusta grabarse flow Mia Khalifa
Ese toto tiene un Only Fans
Pero pa meterle no pago tarifa
Ahora vivo como Wiz Khalifa
La shorty bajo de Kissimmee
She wanna’ see me
Ella es mi hoe
La subo a la suite con el hoodie y en beanie
Traite’ una amiga vamos a hacer un remix
Le chupo los piercings que tiene en los nipples
La parto en el canaam y en la people
Quiere grabarse y subirlo a Redtube
Con la GoPro la pongo a dar record
Tiene gato pero es una toxi
Bellaquiamos y le da sobredosis
Volau con las oxy
Se lo empujo y le disloco el coxi
A las bichas les doy como prosti
Ninfo Maniaca
Siempre esta bellaca
Le gusta hacer orgias, los titere’ y las paca’
Ninfo Maniaca
Siempre esta bellaca
Te voy soltar el ticket si mueve el culo en taca (x2)",94715,1,14764,False,202,1192,False
36,x06S8vetC4k,2020-12-17T15:00:18Z,"Daviles de Novelda, Los Yakis - La Negra (Audio)",UC9gwX7JZ88SjeosuCbcbO8A,"Music video by Daviles de Novelda, Los Yakis performing La Negra (Audio). (C) 2020 Sony Music Entertainment España, S.L.

http://vevo.ly/MfA6x8",30790,1,2824,False,70,116,False
37,TG86Tyn4fFg,2020-12-16T19:00:07Z,Taburete - Venado Tuerto,UCvb8JMUUvDu55mxVx_U-3Dg,"Son los atajos a un viaje amnésico a través de los amaneceres en los que nos tuvieron que recordar quiénes éramos. Estos son los paseos laberínticos de la noche, la mirada siendo caleidoscopio del que olvidó ya los límites, el derroche inconsciente de la joda que nunca acaba.

Escucha ""Venado Tuerto"" en todas las plataformas: https://orcd.co/taburete_venadotuerto

Suscríbete a nuestro canal y no te pierdas lo último de Taburete: http://radi.al/taburetesubsyt

Conócenos más en:
Facebook: https://www.facebook.com/taburetegroup/
Twitter: https://twitter.com/taburete89
Instagram: https://www.instagram.com/taburetegram/
Web: http://taburete.club/

Letra:

Amanecimos doblados, nos quitaron el dinero
Y ahora pensamos
Cómo haremos todo esto

Se acabaron los boletos
Ya no hay vuelos a Argentina
Sólo nos queda
El expreso de Venado Tuerto

Experimentamos manías
Descubrimos el infierno
Resucitamos fantasmas
Sólo aquí en Venado Tuerto
Divisamos nuestro destino
Si me lanzan a los perros
Sólo quedan prisas y broncas por aquí en Venado Tuerto

Llevan seis días viajando, apilando el sufrimiento
Hay unos pasos que se acercan, son del viento
Bájense ya de mi auto
Y que exploten si me muero
Volando bajo para ver si me detecto

Experimentamos manías
Descubrimos el infierno
Resucitamos fantasmas
Sólo aquí en Venado Tuerto 
Divisamos nuestro destino
Si me lanzan a los perros
Sólo quedan prisas y broncas por aquí en Venado Tuerto

Tiembla, la más romántica cuerda. Tiembla, el inconsciente conecta. (×3)

Letra y música: Guillermo Bárcenas

#Taburete #LaBromaInfinita",53597,1,3076,False,78,248,False
38,ll1Cn33EpFI,2020-12-14T22:00:07Z,"El Día Después (14/12/2020): Mateu, el árbitro disfrutón",UCTizbQ7IDPngI50uyI3pcbA,"Con el partido, con los jugadores, con las acciones... Mateu Lahoz es el árbitro que más disfruta. Incluso para Casemiro, el mejor.

Todos los programas completos de EDD en http://ver.movistarplus.es/ficha/el-dia-despues/?id=843532&nv=2&path=T-1323591%7CE-1323592

Mucho más de El Día Después en http://www.movistarplus.es/vamos/eldiadespues/videos/

No olvides suscribirte, todos los vídeos cada lunes en el canal oficial de El Día Después en YouTube: http://www.youtube.com/user/eldiadespuesplus?sub_confirmation=1",295226,1,7288,False,116,210,False
39,h7Wwn37wvqw,2020-12-16T18:23:22Z,ARREGLO ESTA HORRIBLE MOTO ABANDONADA Y LA VENDO 💰 **ASÍ HA QUEDADO AL FINAL**,UCIEqSiEibJrYB2H1FEV-tlA,"Hoy os traigo ARREGLO ESTA HORRIBLE MOTO ABANDONADA Y LA VENDO 💰 Aviso: no soy un crack como vicesat 😂 // SUSCRÍBETE: http://www.youtube.com/user/ileovlogs?sub_confirmation=1

Como sabréis, hace un tiempo subí un vídeo llamado ""COMPRO LA MOTO DE UN REPARTIDOR DE KEBABS ¡¡¡MUY BARATA!!!con la intención de mejorarla y venderla más cara. De hecho, empecé una serie llamada ¿PODRÉ VENDERLO MÁS CARO? Sin embargo, esta moto quedó abandonada en mi garaje porque cancelé la serie. De hecho, sólo la saqué una vez y fue... para destrozarla grafiteándola.
Me he decidido a arreglarla de una vez (con POCO DINERO) y venderla. Sea a un precio más caro o más barato, me da igual. Quiero deshacerme de esa moto y hoy, al fin, después de mucho tiempo, lo he conseguido.

¿Habré ganado dinero al final?

¿PODRÉ VENDERLO MÁS CARO? (SERIE):
- Primer capítulo: https://www.youtube.com/watch?v=V8AUyZFXUE4
- Segundo capítulo: https://youtu.be/39atxebJBQg
- Tercer capítulo: https://www.youtube.com/watch?v=XxAYpPI244A
- Cuarto capítulo: https://www.youtube.com/watch?v=bpHSoXEcyVc
- Quinto y ÚLTIMO CAPÍTULO: (Es este)

-- SÍGUEME en mis REDES SOCIALES --

• Instagram: https://www.instagram.com/iLeoVlogs
• Twitter: http://www.twitter.com/iLeoVlogs
• Facebook: https://www.facebook.com/iLeoVlogs

Vídeo de Mixta: https://www.youtube.com/watch?v=r-fHGHqYFjo

MI LIBRO: https://www.amazon.es/gp/product/8427044429/ref=as_li_tl?ie=UTF8&camp=3638&creative=24630&creativeASIN=8427044429&linkCode=as2&tag=ileovlogs06-21&linkId=e6bd53cdbb1448bee89a23113ba13b07

MIS COMPAÑEROS DE MANSIÓN:
Jajalex: https://www.youtube.com/channel/UCFR3F83FDQTDmNYMzwHhuDA
Flexcidine: https://www.youtube.com/channel/UCp9DjLRLJaghHg9tZiQL66Q 
Juanjo Dalmau: https://www.youtube.com/channel/UCuk4lplU8fQIG7CUdJqeZ8g
Paul Ferrer: https://www.youtube.com/mrpaulferrer

#arreglo #moto #barata #vendo #compro #ileovlogs #podrevenderlomascaro",54592,1,8009,False,259,310,False
40,FfNt-v3asMA,2020-12-17T17:16:21Z,Nueva Bici 2021 | BH LYNX RACE EVO | Valentí Sanjuan,UCG5IfQYv9S9HIsrICDcZaZQ,"Nueva BH Lynx Race Evo 2021, la bici doble con la que correré la Cape epic y La Swiss Epic. 
👉 Personaliza tu bici: http://www.bhbikes.com/es_ES/bh-unique-mtb
👉 Equipaciones: https://actituordie.com/tienda/
👉 Seguro para tu bici: https://bit.ly/2ISI6zd",48696,1,4112,False,44,293,False
41,_5z_4WMpNAk,2020-12-17T18:55:29Z,التيجيني يبرز عبقرية محمد السادس في صون الوحدة الترابية والدفاع عن القضية الفلسطينية,UC4wl5Kd_b4ff6s6SijJJoOg,,100753,1,5926,False,414,1371,False
42,TpfnHVUCSxk,2020-12-12T23:38:07Z,Final Internacional 2020 | Red Bull Batalla de los Gallos,UCRRtRg9N0R0WHZcyPZGiLKg,"La competencia de rap improvisado más importante de habla hispana se define en República Dominicana. Mira el sorteo de la Final Internacional de #RedBullBatalla 2020 en exclusiva por https://www.redbull.com/batalla

--
» Escúchanos en Spotify https://win.gs/BatallaSpotify
» Entra en la gallera: http://win.gs/LaGallera
» Batalla en Facebook: https://www.facebook.com/RedBullBatalla
» Batalla en Twitter: https://twitter.com/redbullbatalla
» Batalla en Instagram: https://instagram.com/redbullbatalla",8280771,1,354966,False,6015,8319,False
43,h5eBmlJ6Stc,2020-12-16T18:15:04Z,Myke Towers x Juhn - Bandido (Letra/Lyrics),UCxaRKrg-61IZ24sFZRQ3b_w,"Myke Towers x Juhn - Bandido (Letra/Lyrics)
💙 Follow us on Instagram! https://fanlink.to/royalvibesIG
🎧 Royal Vibes on Spotify: https://fanlink.to/royalvibes

Stream Bandido: https://orcd.co/paramiex

Email for business enquiries: george@nite.yt
Music submissions: https://royalvibes.edmdistrict.com/

➤ Myke Towers
https://www.instagram.com/myketowers/
https://www.facebook.com/myketowersofficial/

➤ Juhn
https://smarturl.it/Juhn_fb
https://smarturl.it/Juhn_ig

👑 Royal Vibes
http://www.instagram.com/itsroyalvibes
http://soundcloud.com/itsroyalvibes
http://smarturl.it/BN-Discord

📷 Background:
https://unsplash.com/

🎤 Myke Towers x Juhn - Bandido Letra/Lyrics:

[Intro: Myke Towers]
Ella e' buena, pero le gustan lo' malo' (Malo')
Si te soy sincero, yo por ella jalo (Ella jalo)
Me tiró diciéndome que la dejaron (La dejaron)
Es otra más que con su corazón jugaron, ey

[Coro: Juhn]
¿Ese bandido qué le hizo? Dígame por qué llora (Llora)
Confiéseme pa' darle piso y enterrarlo ahora (Ahora)
Que yo la puedo defender a usted si me colabora (-bora)
Le voy a dejar saber a ese man que ya no está' sola (Wuh)
¿Ese bandido qué le hizo? Dígame por qué llora (Dígame por qué llora)
Confiéseme pa' darle piso y enterrarlo ahora (Ahora)
Que yo la puedo defender a usted si me colabora (Sirili, woh-oh-oh-oh-oh)
Le voy a dejar saber a ese man que ya no está sola (Wuh)

[Verso 1: Myke Towers]
Mi amor, avísame si acaso te incomoda
Pa' reventarlo y que sepa que no estás sola
Yo te hablo claro, yo no brego con pistola'
Pero tengo el respeto de lo' que controlan
Tú ere' hermosa, mami, dime por qué llora'
Te haría mi señora
Ella le da lo mismo en un crucero que una yola
Condone' de colore', la parto a lo Crayola
Mujere' como tú uno las desea y las añora (Añora)
Dile que tú tiene' vaqueo
Si pone' el booty en reversa
Yo le prendo la cámara como cuando parqueo
Le gusta el maleanteo
Dice que la están buscando porque mata la liga, yo se lo creo

[Coro: Myke Towers & Juhn]
¿Ese bandido qué le hizo? Dígame por qué llora (Baby, ¿por qué llora?, ey)
Confiéseme pa' darle piso y enterrarlo ahora (Pa' meterle ahora, jaja)
Que yo la puedo defender a usted si me colabora (Si me colabora)
Le voy a dejar saber a ese man que ya no está sola (Me dicen Juhn ""El All Star"", baby)

[Verso 2: Juhn]
¿Y ese bandido qué fue lo que hizo? (Oh-oh)
Confiesa pa' de una darle piso (Piso)
Ya no te quiero ver llorando, ese no vuelve hacerte daño
Bebecita, te lo garantizo (¡Wuh!)
Es que lo de ella y lo mío e' un romance en secreto
Calla'o, bien en discreto, la beso y la aprieto (Oh)
Me la llevo por el mundo y gasto el ticket completo
(Por ella reviento a cualquier sujeto)
A ella le gusta lo malo, lo bueno, lo caro
Titerona, no se asusta si escucha un disparo
El cuerpo e' hermoso, los ojos son claro'
Era mi reina, ahora e' mi diosa, a ella ni la comparo

[Puente: Juhn & Myke Towers]
Qué pereza
Verla triste con tanta belleza
Quien dañó un corazón con mucha pureza
No sabe tratar con delicadeza (-deza)
Princesa, a él no le interesa
Si yo soy el que te toca y te besa
Cuando la vi yo dije: ""Quiero con esa""
Desde esa vez no sales de mi cabeza

[Coro: Juhn & Myke Towers]
¿Ese bandido qué le hizo? Dígame por qué llora (Baby, ¿por qué llora?, ey)
Confiéseme pa' darle piso y enterrarlo ahora (Pa' meterle ahora, jaja)
Que yo la puedo defender a usted si me colabora (Si me colabora; sirili-woh-oh-oh-oh-oh)
Le voy a dejar saber a ese man que ya no está sola (Sola)

[Outro: Juhn & Myke Towers]
¿Ese bandido qué le hizo? (Ay)
¿Qué le hizo?
Me dicen Juhn ""El All Star, baby""
Este e' Juhn
Myke Towers, baby (Eh-eh-eh)
El All Star
Juhn ""El All Star
Myke Towers
Santana The Golden Boy
Esto e' una combinación única en su clase, baby, jaja (Oh)
(¿Ese bandido qué le hizo?)
Las estrellas siempre andan juntas
(¿Qué le hizo?)
La Casa Blanca en sociedad con los de Oro
One World (One World)

©️  If there are any issues with this upload and you want to get your track/background removed, contact me: george@nite.yt

#MykeTowers #Juhn #Bandido #RoyalVibes #Music #Lyrics #LyricVideo #letra #latinmusic #latinpop #latin #spanish #paramiex",91889,1,3446,False,36,33,False
44,aPuNR3FjLJ4,2020-12-17T14:09:14Z,Manuel El Popeye - Te Perdí [Prod. By Yoseik] (Videoclip Oficial),UCRR1gH47ggvjrab3kJ9Nudg,"“Te perdí” está disponible en todas las plataformas digitales: https://smarturl.it/ElPopeyeTePerdi

Sigue a Manuel El Popeye!
Instagram: https://www.instagram.com/manuel_popeye/
Spotify: https://spoti.fi/2XDbdKI
Apple Music: https://apple.co/2TTcRHc

- Canción grabada, mezclada y masterizada en MB Sound
- Música producida por Yoseik
- Letra escrita por Negro Jari
- Videoclip guionizado, dirigido y editado por Mamadou Mbacke (Negro Jari), grabado por La Grieta Estudio.",24518,1,1982,False,32,57,False
45,1Oy6V1GghL0,2020-12-17T14:56:51Z,Shakira & Black Eyed Peas: Girl Like Me (Official BTS Video),UCYLNGLIzMhRTi6ZOLjAPSmw,"Watch the ""Girl Like Me"" Video https://youtu.be/vMLk_T0PPbk

""Translation"" available at: https://Black-Eyed-Peas.lnk.to/Transl...
""GIRL LIKE ME"" Official Audio: https://youtu.be/rGhvqK9eLBg

BTS edited by Xavi Menos

Follow Black Eyed Peas online:
Facebook: https://www.facebook.com/blackeyedpeas
Twitter: https://twitter.com/bep 
Instagram: https://www.instagram.com/bep
More Videos: https://www.youtube.com/playlist?list...

Follow Shakira online:
Instagram: http://www.instagram.com/shakira 
Tik Tok: https://www.tiktok.com/@shakira
Facebook: http://www.facebook.com/shakira 
Twitter: http://www.twitter.com/shakira 
Youtube: https://www.youtube.com/shakira

Lyrics:
Ayy, yeah
Ayy, ayy

So they tell me that you lookin' for a girl like me
So they tell me that you lookin' for a girl like me
Ah-ah-ah, you're lookin' for
A girl like me

La-La-Latinas (Eh)
I want a girl like Shakira, eh
Esa latina está rica (Ah)
I want a familia chica que sepa vivir y que viva la vida
I need a bien bonita (Wuh)
Elegante señorita (Wuh)
Girl, I want you and I need ya
All of my life, yup, baby, let's team up
I want a girl that shine like glitter (Ping)
A girl that don't need no filter
The real for real
A girl that's a natural killa (Prr)
I wanna girl that's a heater (Hot)
Caliente, off the meter (Hot)
Yo quiero, mira, yo quiero
Una chica que no me diga mentiras

So they tell me that you lookin' for a girl like me
So they tell me that you lookin' for a girl like me
Ah-ah-ah, you're lookin' for
A girl like me
Oye, mami, estoy buscando una chica así
Oye, mami, estoy buscando una chica así
Ah-ah-ah, you're lookin' for
A girl like me

Me llevas en tu mente
Soy adictiva como el azúcar
Me buscas permanentemente
¿No ves que solo quiero jugar?

Latinas, latinas
La-La-Latinas, la-la-latinas

Sacúdelo como, Shaki
Baby, drop it low on top me
Electric field, so shock me
Your hips don't lie, they rock me
Baby, come get me, you got me
Oye, mami, ven aquí
You know I'm liking what I see
Muévelo, muévelo, muévelo así
Yo quiero una mujer
Una princesa no tiene pa' ver
Esa chick with no boundaries like that fue what ev'
Buena en la cama, she good in the bed
A girl that be using her head (Her head)
To use the cabeza, the best
I want a girl who's a diva
No quiero otra, sí, eso es

So they tell me that you lookin' for a girl like me
So they tell me that you lookin' for a girl like me
Ah-ah-ah, you're lookin' for
A girl like me

When I come it shines like glitter
Baby, you know I need no filter
For real, I'm real
You know I'm real
Like that my lips are so glossy
Like how my neck is so bossy
Baby, if you do it my way
Just for the hell of it, I'll let you love me

Latinas, latinas
Sha-Sha-Shakira, Sha-Sha-Shakira

I like latinas
Ones who look like Selena
Shake your bunda like Anitta 
Morena estás más fina
I like dominicanas
Boricuas and colombianas
In East L.A. I like the chicans
And they want a piece of the big manzana, eh 

So they tell me that you lookin' for a girl like me
Oye, mami, estoy buscando una chica así
Ah-ah-ah, you're lookin' for
A girl like me

Me llevas en tu mente
Soy adictiva como el azúcar
Me buscas permanentemente
¿No ves que solo quiero jugar?

(C) 2020 BEP Music, LLC, under exclusive license to Epic Records, a division of Sony Music Entertainment

#BlackEyedPeas #Shakira #GIRLLIKEME",377259,1,30283,False,546,2225,False
46,ilApzKgHiow,2020-12-16T19:56:38Z,Sesión Plenaria (16/12/2020),UCT3tvU3bVxOa3ZiVD-B7h9g,"🔴 #EnDirecto El presidente del Gobierno, Pedro Sánchez, comparece en el Congreso para informar sobre las gestiones del Ejecutivo en relación con el estado de alarma y para dar cuenta de los últimos Consejos Europeos celebrados (00:03:42)


🎥 Directo: http://app.congreso.es/AudiovisualCongreso/audiovisualEmisionSemiDirecto?codOrgano=400&codSesion=68&idLegislaturaElegida=14 
📝 NdP: https://www.congreso.es/web/guest/notas-de-prensa?p_p_id=notasprensa&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_notasprensa_mvcPath=detalle&_notasprensa_notaId=38390 
🗓 Orden del Día: https://www.congreso.es/backoffice_doc/atp/orden_dia/pleno_066_15122020.pdf",42736,1,359,False,124,0,True
47,PQCrxV2Ry0A,2020-12-14T11:42:04Z,🔴 DIRECTO | SORTEO de la CHAMPIONS con EL CHIRINGUITO | Octavos de final | Chiringuito Inside,UCznSLkPhcORf0JhonB7Aegg,"Vive el #sorteoChampions en directo con Josep Pedrerol y el mejor equipo. Real Madrid, Barcelona, Atlético de Madrid y Sevilla conocerán sus rivales de octavos de la Champions League. #UCLDraw #Sorteo

Suscríbete si no quieres perderte ninguno de los momentazos de #Chiringuito Inside: https://bit.ly/2LskNfD

◆ Debatimos los temas del momento en Mesa de Redacción: https://bit.ly/2LnPfHv

◆ Todos los directos de Chiringuito Inside: http://bit.ly/2QIY2nB

◆ Fichajes y fútbol internacional con DIEGO & PARABÓLICOS:

◆ Los mejores challenges con los protagonistas de Chiringuito de Jugones: http://bit.ly/2JTgn0U

Descubre Chiringuito Inside, todo lo que aún no has visto en El Chiringuito de Jugones. Directos, opiniones, debates y El Chiringuito de Jugones desde dentro y con todas las caras más conocidas. Josep Pedrerol, Quim Domènech, Cristóbal Soria, Alfredo Duro, Carme Barceló,  Lobo Carrasco y muchos más una visión distinta.

🔴 DIRECTO | SORTEO de la CHAMPIONS con EL CHIRINGUITO | Octavos de final | Chiringuito Inside
https://youtu.be/PQCrxV2Ry0A",560594,1,11714,False,411,689,False
48,PfOG3YhcjpE,2020-12-17T00:00:02Z,LA RESISTENCIA - Entrevista a Macaco | #LaResistencia 16.12.2020,UCvosUrZ7hXpzAyobhfztg4w,"La Resistencia 4x53 | El cantante Macaco presenta la canción ‘Me Matarás’ compuesta para la película ‘No matarás’.

Suscríbete a /cerotube para tener lo mejor de #0, HAZ CLICK AQUÍ: 
http://www.youtube.com/channel/UCPgvCUSmHWm2177LkwLtZQw?sub_confirmation=1

Descarga la aplicación de Movistar+:

iOS: https://apps.apple.com/es/app/movistar/id540674767

Android: https://play.google.com/store/apps/details?id=es.plus.yomvi&hl=es

O sigue viendo el contenido en tu navegador: http://ver.movistarplus.es/?nv=2

Y DESCUBRE MÁS EN: http://www.movistarplus.es/cero",376526,1,8644,False,10791,2351,False
49,9yRRcOKZJ1g,2020-12-15T18:00:09Z,"El Alfa ""El Jefe"" x Maceo ""El Perro Blanco"" - Mi Patrón, Mi Papá (Video Oficial)",UCEU5ZK7DwN9ppqPFJiGah3A,"Spotify: https://open.spotify.com/album/4Zrwj5HsyEvxwJodezv2ev?si=rC96CJ0gRvCgxiy-dU-IyQ
Itunes: https://music.apple.com/us/album/mi-patron-mi-pap%C3%A1-remix-single/1544838184

Pagina Oficial
http://www.eljefemoneyrecord.com

Sigueme en las redes sociales: 
INSTAGRAM -- @ElAlfaElJefe @dherrera175

© 2020 El Jefe Records, LLC",2679574,1,108797,False,3012,7961,False
