,video_id,publish_at,title,channel_id,description,category_id,view_count,trending,like_count,ratings_disabled,dislike_count,comment_count,comments_disabled
10,R8N5ozu99U8,2020-12-16T10:30:23Z,ショークラブで働くてんちむにチップ100万円を投げ銭してみた,UCaminwG9MTO4sLYeC3s6udA,"てんちむのチャンネルはこちら！
https://www.youtube.com/channel/UCXzU-b8I0Y_fhMkLQMYt3vA

ヒカルが愛用してる洋服ReZARDの購入はこちらから！
https://rezard.jp/

ReZARD×ロコンドの靴の購入はこちら！
https://www.locondo.jp/shop/contents/special-ReZARD_200402?top_special=hkr_2009

脱毛サロン予約URL
https://rejehanne.jp/

脱毛サロンのコスメURL
https://onpamall.com/store/rejehanne

脱毛サロンのインスタURL
https://www.instagram.com/rejehanne_byhikaru/?hl=ja

脱毛サロンのツイッターURL
https://twitter.com/rejehanne

脱毛サロンの求人募集はこちら！
https://kirei-job.jp/index.php?app_controller=info&type=mid&id=J0000157

★チャンネル登録はこちら
https://www.youtube.com/channel/UCaminwG9MTO4sLYeC3s6udA?sub_confirmation=1

「ReZARD」に関する情報は下のTwitterでお知らせします。
それとDM解放してるので質問などあればそこでお願いします。
https://twitter.com/Rezard_official

ヒカルの公式サイトはこちら
https://hikaruchannel.net/

★プレゼントや手紙の送り先はこちらになります！
〒100-0005 東京都千代田区丸の内 1-6-5
      丸の内北口ビルディングWeWork 8階
株式会社サムライパートナーズ　ヒカル宛

曲をまとめて聞きたい方はこちらから！
https://www.youtube.com/watch?v=yrXuKm6JtYA&list=PLcxHm0kSGuEBGW8gmYNOM-2Ah1B9t6Gax

【Twitterアカウント】
★ヒカルのTwitter
https://twitter.com/kinnpatuhikaru

★まえっさんのTwitterはこちら
https://twitter.com/1chan_maessan

★名人のTwitterはこちら
https://twitter.com/1chan_meijin

★ロケマサのTwitterはこちら
https://twitter.com/1chan_rokemasa

★ヒカルのゲーム実況チャンネル
https://www.youtube.com/user/kinnpatuhikaru

★ヒカルの公式Twitterはこちら（動画通知、お知らせ等）
https://twitter.com/hikaru2nd1031

★ヒカルのインスタグラム
https://www.instagram.com/tadanokarisuma/

★ReZARDの公式インスタグラム
https://www.instagram.com/rezard.official/

★ヒカルへの仕事のお問い合わせはこちら
info@hikaruchannel.net

マネージャー高橋のDMまでお願いします。
https://twitter.com/takahashisan69

#ヒカル#てんちむ",24,2138876,1,46986,False,4485,3978,False
11,f65o88gO7oc,2020-12-17T09:23:07Z,セイキン夫婦のMEGAドンキデート,UCg4nOl7_gtStrLwF0_xoV0A,"【チャンネル登録】してね！！
▼SeikinTV チャンネル登録　　
https://www.youtube.com/user/seikintv?sub_confirmation=1

▼SeikinGames チャンネル登録
https://www.youtube.com/user/seikingames?sub_confirmation=1

▼セイキン公式Twitter
http://twitter.com/SeikinTV

▼セイキン公式Instagram(インスタグラム)
https://www.instagram.com/seikin_official/

▼お仕事のご依頼、お問い合わせ等は下記、UUUM株式会社までお願いいたします。
https://www.uuum.co.jp/inquiry_promotion

▼BGM 楽曲提供
Production Music by http://www.epidemicsound.com
http://dova-s.jp/

#プライベート #休日 #デート",24,432695,1,10073,False,396,383,False
12,gx6Z7v-Vvms,2020-12-17T08:59:33Z,【ノーブルマン】解散前にリーくんと色々話した様子,UCZVx2BqZloyTJuuD_oUTrHA,"僕たち解散までの会話、
最後にお互いの本音を聞けて良かったと思います。
お互いの気持ちを尊重して解散することになりました、
今後も友人としての付き合いを大事にしたいと思います。
これからもよろしくお願い致します。




【NOBLEMANチャンネル】
↓
https://www.youtube.com/channel/UCSHc05m3seGiDBH6ZChd1xA?view_as=subscriber


リーくんチャンネル
↓
https://www.youtube.com/channel/UCQmK3pMRaG3OzWefTvXcD8w?view_as=subscriber


J　チャンネル
https://www.youtube.com/user/TheHirohiroki






【SNS】
ミッキー
http://twitter.com/0423Micky
https://www.instagram.com/micky0423

ミッキー嫁インスタ
https://www.instagram.com/rieviaggio/




事務所https://kiii.co.jp/
〒150-0031 東京都渋谷区桜丘町20-1
渋谷インフォスタワー17階


＃ノーブルマン＃解散",24,92308,1,2546,False,95,419,False
13,_fcr148ArHo,2020-12-17T11:15:43Z,ジュニアの愛車をガッツリ見せる！語る！,UCzpMoI_9uAqcIxpq3Ydf2Lg,"ジュニアの愛車をガッツリ見せる！語る！

愛車：プリンス　グロリア　スーパー６

#ジュニア
#愛車
#プリンス
#私生活",22,210369,1,1876,False,106,242,False
14,258qUAI7rck,2020-12-17T10:00:10Z,ずっと真夜中でいいのに。『正しくなれない』MV（ZUTOMAYO - Can’t Be Right）,UCv6P5nsS9rP4tDtFlqLU_QQ,"映画『約束のネバーランド』主題歌
2/10発売フルアルバム「ぐされ」収録

ずっと真夜中でいいのに。『正しくなれない』
 (ZUTOMAYO - Can’t Be Right)
Lyrics & Music & Vocal - ACAね
Arrangement – 久保田真悟(Jazzin’park), 100回嘔吐, ZTMY
Piano – Nao Nishimura
Drums - Yoshihiro Kawamura
Bass - Ryosuke Nikamoto
Guitar - Takayuki ""Kojiro"" Sasaki
Strings – Yu Manabe Strings
Rec & Mix Engineer - Toru Matake
Mastering Engineer - Takeo Kira 
Sound Direction - Kohei Matsumoto

MV - 安田現象


【映画情報】
「その楽園から脱獄せよ。　私たちの未来のために―。」
『週刊少年ジャンプ』史上最も異色な脱獄ファンタジー、禁断の実写映画化！

映画「約束のネバーランド」12月18日(金)公開
■出演：浜辺美波　城桧吏　板垣李光人　渡辺直美　北川景子
■監督：平川雄一朗
■脚本：後藤法子
■原作：「約束のネバーランド」白井カイウ・出水ぽすか（集英社ジャンプコミックス刊）
▼公式サイト：https://the-promised-neverland-movie.jp/
▼公式Twitter：https://twitter.com/yakuneba_staff
▼公式Instagram：https://www.instagram.com/yakuneba_movie
©白井カイウ・出水ぽすか／集英社　©2020 映画「約束のネバーランド」製作委員会


【商品情報】
2nd FULL ALBUM『ぐされ』
2021.2.10 RELEASE
https://lnk.to/gusare_CD
※全13曲収録予定
※収録曲は全形態共通 (DELUXE盤のみ オフボーカル(インスト)入り)

●""強""初回限定DELUXE盤[2CD+GOODS]　　　
￥9,900(税抜￥9,000) / UPCH-29381
・本編全曲オフボーカル(インスト)CD付き
・にらちゃん(約15cm)&うにぐりくん(約5cm)特製フィギュア　
・MVアート&ACAね一問一答や制作ノート切れ端コピーなど豪華BOOK
・おもちゃ外箱パッケージ(中身は魔導書パッケージ仕様)
・[ランダム1000枚限定封入]ACAね 直筆サイン入りポストカード

●初回限定LIVE盤 [1CD+BD (STREAMING/DL)]
￥6,380(税抜￥5,800) / UPCH-29382
・オンラインライブ「NIWA TO NIRA」2020.8.6 完全収録(幻のアンコール「暗く黒く」含む) [約60分]
・ACAね ASMRの旅 滝と焚火編 [約60分]
・魔導書パッケージ仕様
※プレイパス（R）対応  (Blu-rayの映像をスマホで簡単にストリーミングもしくはダウンロード再生することができるサービスです。)

●通常盤[1CD]
￥3,300(税抜￥3,000) / UPCH-20570


【ツアー情報】
やきやきヤンキーツアー(炙りと燻製編)
2020年11月28日(土)：東京　東京ガーデンシアター
2020年11月29日(日)：東京　東京ガーデンシアター
2021年01月13日(水)：横浜　KT Zepp Yokohama
2021年01月14日(木)：横浜　KT Zepp Yokohama
2021年01月20日(水)：大阪　Zepp Osaka BaySide
2021年01月21日(木)：大阪　Zepp Osaka BaySide
【席種 / チケット料金（税込み）】全席指定 ¥6,900 
※お一人様1公演につき1枚のみ（複数公演申込可能）
※未就学児入場不可
LIVE詳細、チケット詳細はこちら
https://zutomayo.com/news/?id=100


【ずっと真夜中でいいのに。 'ZUTOMAYO' 'ZTMY'】
""ACAね""Twitter：https://twitter.com/zutomayo
Official Twitter : https://twitter.com/zutomayo_staff

#ずとまよ #個人制作アニメーション #約ネバ",10,1030427,1,90687,False,245,4242,False
15,N6cvbEHiU38,2020-12-17T09:39:02Z,【料理】霊夢がおいしいハンバーガーを作るよ！【ゆっくり実況】,UCwDmVHSQ7j5w5OEMDpifyEA,"ハンバーガは存在自体が飯テロだよね！！！！
クッキング霊夢は飯テロなんてしたことないけど！！

メインチャンネルだよ！→https://www.youtube.com/user/100kkin
(主にAPEXとかのゆっくり実況を上げてます！)

☛実写、生声実況チャンネル(幽霊少年 100菌)
https://www.youtube.com/c/100kkin_yurei
☛Twitter　@100_kkin
https://twitter.com/100_kkin

☛連絡用メールアドレス
100kkin.mail@gmail.com
☛素材
・NoCopyrightSounds
https://goo.gl/JPjfZt
・DOVA-SYNDROME
http://dova-s.jp/
・ニコニ・コモンズ
http://commons.nicovideo.jp/
・H/MIX GALLERY
http://www.hmix.net/
・NoCopyrightTracks
https://goo.gl/Uwjcnt
・ポケットサウンド
https://pocket-se.info/

※この動画は【東方project】を基にした二次創作です。
東方Projectの二次創作ガイドライン
https://touhou-project.news/guideline/",22,161452,1,4731,False,63,546,False
16,vDyE2FjM6rk,2020-12-17T10:00:13Z,急に全てが嫌になったウーパールーパー2,UCpGk56cJDZcVqIxZatX7nbQ,すごいね情緒,24,565556,1,29894,False,200,1752,False
17,wq_toC0FczQ,2020-12-17T10:00:16Z,出産頑張ったあやなんに好きなだけお買い物させてあげる旅💸💰in原宿💓💓,UColoXxvhfz54o0icqQRPzYw,"いつも動画見てくれてありがとうございます♡
ぜひチャンネル登録お願いします（＾＾）

【サブチャンネル】

「しばなんといっしょ」でゆるい日常を公開中！
ぜひチャンネル登録してね！！！
→https://www.youtube.com/channel/UCAne8GG-iUcTzUkpQG4N7jw

【問い合わせ】
お仕事依頼、イベント出演依頼等は下記の
アドレスへお願い致します。
→shibanan.channel@gmail.com

【twitterアカウント】
あやなん → https://twitter.com/ayachan0619
しばゆー Twitter → https://twitter.com/UKUN_PAPA

【instagramアカウント】
あやなん→https://www.instagram.com/ayachan_0619

【ファンレター宛先】
〒150-0031
東京都渋谷区桜丘町20-1
渋谷インフォスタワー17階株式会社Kiii
あやなんorしばなんチャンネル宛",24,538448,1,13484,False,458,698,False
18,ercguM5ycYE,2020-12-17T08:00:12Z,【ストーリー】第0話「君のいない世界」【アニメ】【漫画】,UC9UAxVR4Tym2PIICVfLTZUw,"今回はヒサの過去編動画だ！
俺とシディがどうやってヒサと出会ったのかもわかるぞ！
俺らはなんだかんだで似た者同士だな……
二人に出会えてよかった、って心からそう思うぜ

ここからどうやって「カレコレ屋」が結成されたのかはこの動画で！
https://youtu.be/mfNi7K7VDHE

俺、カゲチヨの過去を知りたいやつはここから！
https://youtu.be/tNAGaKR_VKA
https://youtu.be/ccNAyS1JkUE

シディの過去編はここで見られるぞ
https://youtu.be/lbhTdyzu6Mc

チャンネル登録、高評価よろしくな！
https://www.youtube.com/channel/UC9UAxVR4Tym2PIICVfLTZUw

LINEスタンプ販売中だ！
https://store.line.me/stickershop/product/13105463/ja
最新情報はTwitterから
https://twitter.com/karekoreya

お仕事の依頼はこちらから
karekoreya@plott.tokyo

グッズ・ライセンスコラボについてはこちら
store@plott.tokyo

気に入ったら #カレコレ でツイートしてくれよな！

【混血のカレコレとは】
そこは地球が丸ごと""異宙""と呼ばれる
異世界へと転生してしまった世界。
人類はなんだかんだで異宙に適応していた。
そんな世界で「カレコレ屋」、
一般的に言うところのなんでも屋をやっている
カゲチヨ、ヒサメ、シディ。
これはそんな３人の物語である。

原作：比企
企画・製作：株式会社Plott

【使用している音楽素材など】
audiostock   https://audiostock.jp/
http://www.music-note.jp/index.html
https://taira-komori.jpn.org/human01.html
https://soundeffect-lab.info/sound/anime/",1,456390,1,11054,False,145,1173,False
19,n5ucYlHQkTA,2020-12-16T11:00:12Z,【#7 ガチンコ ザ ホルモン2】「俺ならこう歌う選手権!!後編」謎の男とレジェンド3人ガチ歌公開！亮君によるホルモン原曲メロディも解禁！,UCfU3NQNTobdTMG5sehBl1vg,"▽再生リスト“ガチンコ ザ ホルモン～コッテリ、の　その先へ～“はこちら！
https://www.youtube.com/playlist?list...

▽バンドフランチャイズ制導入に伴う、コロナナモレモモ(マキシマム ザ ホルモン2号店)結成の軌跡に密着したオーディション番組“ガチンコ ザ ホルモン～コッテリの継承者たち～”はこちら！
https://www.youtube.com/playlist?list...

▽バンドフランチャイズの詳細はこちら
http://www.55mth.com/2019mthfranchise...


＝＝＝ホルモンの最新情報はこちら＝＝＝

▽マキシマム ザ ホルモン公式サイト
http://www.55mth.com/

▽マキシマム ザ ホルモン公式twitter
https://twitter.com/MTH_OFFICIAL

▽マキシマム ザ ホルモン公式Instagram
https://www.instagram.com/mth_officia...

▽マキシマム ザ ホルモン公式LINE
http://line.naver.jp/ti/p/@mthline

▽マキシマム ザ ホルモン公式Facebook
https://www.facebook.com/mthofficial

▽コロナナモレモモ公式サイト
https://www.cottelee.com/

▽コロナナモレモモ公式twitter
https://twitter.com/mth_cottelee

▽コロナナモレモモ公式instagram
https://www.instagram.com/mth_cottelee/",10,569309,1,0,True,0,899,False
