,video_id,publish_at,title,channel_id,description,view_count,trending,like_count,ratings_disabled,dislike_count,comment_count,comments_disabled
10,bbG9D6Ghk3c,2020-12-16T21:12:45Z,AMONG US EN LA VIDA REAL MAQUILLAJE | Musas Polinesios,UClnKzwo9CPkYix6V9jK4JTQ,"Les hice u disfraz de Among us!! Disfrutenlo
NUESTROS  CANALES:
Bromas: http://www.youtube.com/platicapolinesa
Retos: http://www.youtube.com/ppextras
Vlogs: http://www.youtube.com/lospolinesios
Videojuegos: http://www.youtube.com/ppjuxiis

NUESTRAS REDES SOCIALES:
Karen:
***Mi Facebook: http://www.facebook.com/TeamKaren
***Mi Twitter: http://www.twitter.com/PPTeamKaren
***Mi Instagram: http://www.instagram.com/PPTeamKaren

Lesslie:
***Mi Facebook: http://www.facebook.com/TeamLesslie
***Mi Twitter: http://www.twitter.com/PPTeamLesslie
***Mi Instagram: http://www.instagram.com/PPTeamLesslie


***SUSCRIBETE: http://www.youtube.com/subscription_center?add_user=ppmussas
CONTACTO: contacto@platicapolinesia.com


____________________________________________

Canal Musas | Platica Polinesia | PP",588776,1,48788,False,1440,4888,False
11,vn-MQfj2eVA,2020-12-15T18:59:33Z,REVELACIÓN DE GÉNERO DE NUESTRO BEBÉ 😱 Kimberly Loaiza,UCQZfFRohQ7UX-0CdXl-6pwQ,"LINDURAS GRACIAS POR VER ESTE VIDEO ME ENCANTARIA QUE LE DIERAN LIKE Y LO COMPARTIERAN FUERA DE GRAN AYUDA 

✨ Sígueme en mis redes sociales ✨

Instagram: https://www.instagram.com/kimberly.loaiza/

Pagina de Facebook: https://www.facebook.com/kimberlyloaizaa/?ref=br_tf


Twitter: https://mobile.twitter.com/kimberlyloaiza_

Contacto: marcaskim@gmail.com",16529177,1,1641493,False,21438,351960,False
12,vBQDPvh2GGs,2020-12-16T00:30:02Z,ME OPERÉ TODO EL CUERPO 💉 Y ASÍ QUEDÉ… | ALEX FLORES,UCboIneTsXM1YGuAE9yUfH9w,"ALEX FLORES
Facebook: https://www.facebook.com/alejandroflrs14
Youtube: https://www.youtube.com/c/AlejandroFlrs
Instagram: https://www.instagram.com/alejandroflrs


CONTACTO: MarcasAlexF@fenixteam.com.mx


REDES DEL DOCTOR HURTADO VIDAL:
Cédula Profesional: 10125178
FB: https://www.facebook.com/hurtadovidalmd
IG: http://www.instagram.com/drhurtadovidal
YT: https://www.youtube.com/user/LEOVIDAL2008
SNAPCHAT: https://www.snapchat.com/add/drhurtadodival
WEB: https://www.hurtadovidalplasticsurgery.com",2178079,1,121190,False,8164,3684,False
13,wazqqHow7LA,2020-12-17T01:26:01Z,Rauw Alejandro – Strawberry Kiwi (Live Performance) | Artist on the Rise,UC_Av98lDjf5KvFib5elhpYg,Rauw Alejandro performs his latest single “Strawberry Kiwi” live in Miami for YouTube Music’s Artist on the Rise.,451752,1,5686,False,152,222,False
14,1Oy6V1GghL0,2020-12-17T14:56:51Z,Shakira & Black Eyed Peas: Girl Like Me (Official BTS Video),UCYLNGLIzMhRTi6ZOLjAPSmw,"Watch the ""Girl Like Me"" Video https://youtu.be/vMLk_T0PPbk

""Translation"" available at: https://Black-Eyed-Peas.lnk.to/Transl...
""GIRL LIKE ME"" Official Audio: https://youtu.be/rGhvqK9eLBg

BTS edited by Xavi Menos

Follow Black Eyed Peas online:
Facebook: https://www.facebook.com/blackeyedpeas
Twitter: https://twitter.com/bep 
Instagram: https://www.instagram.com/bep
More Videos: https://www.youtube.com/playlist?list...

Follow Shakira online:
Instagram: http://www.instagram.com/shakira 
Tik Tok: https://www.tiktok.com/@shakira
Facebook: http://www.facebook.com/shakira 
Twitter: http://www.twitter.com/shakira 
Youtube: https://www.youtube.com/shakira

Lyrics:
Ayy, yeah
Ayy, ayy

So they tell me that you lookin' for a girl like me
So they tell me that you lookin' for a girl like me
Ah-ah-ah, you're lookin' for
A girl like me

La-La-Latinas (Eh)
I want a girl like Shakira, eh
Esa latina está rica (Ah)
I want a familia chica que sepa vivir y que viva la vida
I need a bien bonita (Wuh)
Elegante señorita (Wuh)
Girl, I want you and I need ya
All of my life, yup, baby, let's team up
I want a girl that shine like glitter (Ping)
A girl that don't need no filter
The real for real
A girl that's a natural killa (Prr)
I wanna girl that's a heater (Hot)
Caliente, off the meter (Hot)
Yo quiero, mira, yo quiero
Una chica que no me diga mentiras

So they tell me that you lookin' for a girl like me
So they tell me that you lookin' for a girl like me
Ah-ah-ah, you're lookin' for
A girl like me
Oye, mami, estoy buscando una chica así
Oye, mami, estoy buscando una chica así
Ah-ah-ah, you're lookin' for
A girl like me

Me llevas en tu mente
Soy adictiva como el azúcar
Me buscas permanentemente
¿No ves que solo quiero jugar?

Latinas, latinas
La-La-Latinas, la-la-latinas

Sacúdelo como, Shaki
Baby, drop it low on top me
Electric field, so shock me
Your hips don't lie, they rock me
Baby, come get me, you got me
Oye, mami, ven aquí
You know I'm liking what I see
Muévelo, muévelo, muévelo así
Yo quiero una mujer
Una princesa no tiene pa' ver
Esa chick with no boundaries like that fue what ev'
Buena en la cama, she good in the bed
A girl that be using her head (Her head)
To use the cabeza, the best
I want a girl who's a diva
No quiero otra, sí, eso es

So they tell me that you lookin' for a girl like me
So they tell me that you lookin' for a girl like me
Ah-ah-ah, you're lookin' for
A girl like me

When I come it shines like glitter
Baby, you know I need no filter
For real, I'm real
You know I'm real
Like that my lips are so glossy
Like how my neck is so bossy
Baby, if you do it my way
Just for the hell of it, I'll let you love me

Latinas, latinas
Sha-Sha-Shakira, Sha-Sha-Shakira

I like latinas
Ones who look like Selena
Shake your bunda like Anitta 
Morena estás más fina
I like dominicanas
Boricuas and colombianas
In East L.A. I like the chicans
And they want a piece of the big manzana, eh 

So they tell me that you lookin' for a girl like me
Oye, mami, estoy buscando una chica así
Ah-ah-ah, you're lookin' for
A girl like me

Me llevas en tu mente
Soy adictiva como el azúcar
Me buscas permanentemente
¿No ves que solo quiero jugar?

(C) 2020 BEP Music, LLC, under exclusive license to Epic Records, a division of Sony Music Entertainment

#BlackEyedPeas #Shakira #GIRLLIKEME",377259,1,30282,False,546,2225,False
15,6ZgUYB69v4o,2020-12-16T23:00:28Z,Claridad | Menudo | PARODIA,UCyhXCzv3KLUftn4QEXyeVTQ,"En estas fiestas en vez bailar de cachetito, bailen la de #Normalidad con Susana distancia!!!
Aquí les dejamos esta rola pa que la raza se siga cuidando!!!
Recuerda que si te cuidas tú, nos cuidamos todos.

👉 Sigan a nuestros compadres de @Pacotilla  y @elmariachillo en Instagram!!!

Show empresarial en línea | https://youtu.be/J1HL_GrQjNc
Ecléctica Producciones | Mánager: Damara Felix
WhatsApp (81) 1987 8243
contacto@lostrestristestigres.com

¿Has visto alguno de nuestros shows?
Aquí te dejamos 3 que puedes ver completos en Youtube:
Mexicomedia | https://bit.ly/ShowMexicomedia
Obrando en Grande | http://bit.ly/3ttshow
Crea Fama y Échate a Reír | http://bit.ly/showcreafama

Instagram | https://www.instagram.com/Los3TT
Facebook | https://www.fb.com/LosTresTristesTigres
Twitter | https://www.twitter.com/Los3TT
Spotify | http://bit.ly/Los3TTSpotify",247747,1,16720,False,187,618,False
16,zruUGHRI7lU,2020-12-17T01:26:02Z,Rauw Alejandro - De Cora 💙  (Live Performance) - Artist on the Rise,UC_Av98lDjf5KvFib5elhpYg,Rauw Alejandro performs his latest single “De Cora 💙” live in Miami for YouTube Music’s Artist on the Rise.,431790,1,9980,False,160,329,False
17,yz1PP36Z_x8,2020-12-16T23:38:51Z,NO ME GUSTA VERLO ASÍ 💔,UCFvrakT19S9zD6oIeMTCOxA,"Alfitas no me gusta ver a Charly así y por eso hice esto...

MI NOVIO CASI PIERDE LA VIDA. Esto fue lo qué pasó  
https://youtu.be/FY5iRAkcSWA

Síguenos en nuestras REDES SOCIALES:

✨Instagram Jackie y Charlie: https://www.instagram.com/jackie.charlie_/
💅Instagram Jackie Style: https://www.instagram.com/jackie.style_/?hl=es-la
✨Youtube Jackie & Charlie: @jackie & charlie 
💅Youtube Jackie Style: @Jackie Style 
✨Tik Tok Jackie & Charlie: https://www.tiktok.com/@charlie.style_
💅Tik Tok Jackie Style: https://www.tiktok.com/@jackie.style_
✨Facebook Jackie & Charlie: https://www.facebook.com/Jackie-charlie-1265578386825768/?ref=bookmarks&qsefr=1
 
#QuedateEnCasa #Conmigo #JackieyCharlie #JackieStyle 

CONTÁCTANOS: jacky.charly.jc@gmail.com",167241,1,17414,False,150,1540,False
18,c0yAat9zYC4,2020-12-17T01:00:11Z,Alex Casas X Daniel Martinez X Uzielito MIX - MAÑANA NO HAY CLASES,UCG2WKm4tuOL_exSfpFWZbMw,"🔥¡ESPEREMOS HAYAN DISFRUTADO DE MAÑANA NO HAY CLASES!🔥

NO olvides seguirnos en nuestras cuentas de INSTAGRAM:

📸 : https://www.instagram.com//DanielMartinezTv
📸 : https://www.instagram.com/uzielito_mix
📸 : https://www.instagram.com/alexcasasv

#MañanaNoHayClases #AlexCasas #DanielMartinez #UzielitoMix

Mañana no hay clases - Alex Casas, Daniel Martinez, Uzielito Mix 

🔔 Suscríbete, pícale a la campanita, y disfruta. 

🎶 MAÑANA NO HAY CLASES
Plataformas Digitales: https://ww.fanlink.to/MananaNoHayClases

🎵 Producido por Uzielito Mix",194175,1,35785,False,1462,2484,False
19,-1d297tBH0M,2020-12-16T22:47:48Z,ESTO TIENE QUE PARAR !!!,UCYiGq8XF7YQD00x7wAd62Zg,"⭐️ Simplemente Perfecta en Spotify: https://bit.ly/SPERFECTA
En Youtube: https://www.youtube.com/watch?v=V-yjAwQurKo 

Mañana sale mi canción ""Simplemente Perfecta"", ando probando cosas nuevas, experimentando un poco y me esta encantando, todo lo hicimos en casa y con mucho cariño, espero la disfruten!! 

:D

🏆 Unete a mi servidor en Discord: https://discord.gg/GermanGarmendia
🔹Instagram: http://bit.ly/2rLMFRD 
🔹Tik Tok: https://www.tiktok.com/@germangarmendia
🔹Facebook: https://www.facebook.com/germangarmendia
🔹Twitter: https://twitter.com/germangarmendia

🔥Tengo una Playlist con las canciones que escucho en Spotify, si la quieres seguir y escucharla click aqui: https://spoti.fi/33yFjS4 🔥

👑Usa en Fortnite mi código: JUEGAGERMAN 

ABRAZOOOOOS!!!

:'D",2487698,1,304086,False,2842,24084,False
20,DfkIKAVQCfE,2020-12-17T01:38:32Z,16 Cosas Que No Sabías Del TNT En Minecraft,UC4CSnya4HVPxE5OPBTK3d_w,"Espero te haya gustado el video! No olvides suscribirte y activar la campana de notificaciones para no perderte ni uno solo! :D
Hasta la próxima semana :D",319294,1,23799,False,401,2812,False
21,5JrJZwDneco,2020-12-17T03:00:11Z,Ana Bárbara - Angel (Video Oficial),UC2EftTAOzjdCXRoEPOkWh5g,"Escucha ""Angel"" disponible ya en todas las plataformas digitales: http://ingroov.es/abangel

Sigueme en mis redes sociales:

Instagram: → https://www.Instagram.com/AnaBarbaraMusic

Facebook: → https://www.Facebook.com/AnaBarbaraOfficialFB

Twitter: →  https://www.Twitter.com/AnaBarbaraMusic

Sitio Oficial: → https://www.MiRevanchaTour.com

#AnaBarbara #Angel #Navidad
Like, Comenta y Suscribete!",319106,1,15355,False,220,1301,False
22,bn8Hu4uQA1U,2020-12-17T19:00:06Z,Puedo Convencerte de que la Astrología es una Ciencia,UCbdSYaPD-lr1kW27UJuk8Pw,"ç̷̺̟̓l̵̙̗̕๓ç̴̠̬̎ñ̴͙̋J̸̘́͗̄́̈͂̈̓̓█ ̸̼̘̠̹͉̀̓͋́͐v̸̨̨̯̪̞̘̩̍̇̚ ḃ̷̛̻̝̣̇̈́́̒͋͋̕ͅ█ ha sido siempre criticada desde las élites intelectuales. Es hora de hablar de la evidencia CIENTÍFICA que la apoya. Preparaos para un vídeo que ningún ultraescéptico podrá refutar.

⚛️No te pierdas ningún vídeo: solo tienes que... SUSCRIBIRTE, ¡es GRATIS!: https://www.youtube.com/user/QuantumFracture
🐦¡Sígueme en TWITTER! https://twitter.com/QuantumFracture
📘¡Y también en FACEBOOK! https://www.facebook.com/QuantumFracture
📸¡Y (sí, como no) también en INSTAGRAM! https://instagram.com/quantumfracture/
🌐¡Nuestra nueva web!  https://quantumfracture.es/

✊¡HAZTE MIEMBRO DE QF! Increíbles ventajas (elegir el tema de un vídeo, directo exclusivo, insignias, emojis...) te esperan https://www.youtube.com/user/QuantumFracture/join 

Gracias a OrbVPN por patrocinar este vídeo.

OrbVPN™ es el conjuro de repulsión de maldiciones que estabas buscando. Visita su página web para más información: https://quantumfracture.es/orbvpn/ 

En este link tenéis TODA la bibliografía citada. NADIE podrá decirte que no estamos documentados en el Círculo Omega: 
https://drive.google.com/file/d/1vWUBkNRtrPuE92s0bX3GUBO0xXw2hOeI/view?usp=sharing 


REFERENCIAS

Texturas Mapa Celeste
Crédito: NASA https://svs.gsfc.nasa.gov/3895

Pesas
Crédito: Red CreaDeporte, flickr.com
https://www.flickr.com/photos/redcreadeporte/10146241733/

Posición de planetas - tablas
Crédito: Nasa/Jet Propulsion Lab https://ssd.jpl.nasa.gov/horizons.cgi#top 

La peste en florencia - Decameron
Crédito: Wellcome images.
https://commons.wikimedia.org/wiki/File:The_plague_of_Florence_in_1348,_as_described_in_Boccaccio%27s_Wellcome_L0004057.jpg

Gripe española - Kansas
Crédito: Armed Forces Institute of Pathology/National Museum of Health and Medicine, distributed via the Associated Press
https://commons.wikimedia.org/wiki/File:Camp_Funston,_at_Fort_Riley,_Kansas,_during_the_1918_Spanish_flu_pandemic.jpg

Las brujas de Zugarramurdi
Crédito: Michael Herr (1650) - Germanisches Nationalmuseum Nuremberg https://commons.wikimedia.org/w/index.php?curid=3750107

Actores y científicos, consultado en: Gauquelin, M.; Gauquelin, F. (1974). The Jupiter Temperament & Actors. Laboratoire d'étude des relations entre rythmes cosmiques et psychophysiologiques.

Electromagnetismo - Oersted
Crédito: Illustrerad vetenskap 10/2011 https://commons.wikimedia.org/w/index.php?curid=38301870 

Epilepsia y cura
Crédito: Wellcome Collection. https://wellcomecollection.org/works/x658suzx

Clase en Universidad de Salamanca. sXVII
Crédito: Martín de Cervera - Public Domain, https://commons.wikimedia.org/w/index.php?curid=8317002

Universidad de Salamanca 
Crédito: De لا روسا , https://commons.wikimedia.org/w/index.php?curid=58239830 


Las animaciones aquí mostradas no pretenden ser precisas, sino mostrar aspectos cualitativos. Tienen propósitos educativos.

-- EL MERCHANDISING DE QUANTUM FRACTURE --

Lámina: EL ÁRBOL DE QUANTUM FRACTURE
https://mastersoflol.com/product/el-arbol-de-quantum-fracture

Lámina: LOS 9 TIPOS DE UNIVERSOS
https://mastersoflol.com/product/los-9-tipos-de-universos 

Lámina: DESMONTANDO EL MODELO DE LA TIERRA PLANA 
https://mastersoflol.com/product/desmontando-el-modelo-de-la-tierra-plana

Lámina: TRAP DEL TERRAPLANISMO
https://mastersoflol.com/product/trap-del-terraplanismo 

Página de MASTERS OF LOL
https://mastersoflol.com/",195006,1,42673,False,472,4221,False
23,2JHaoGKgEoY,2020-12-16T23:20:13Z,cocinando PAVO NAVIDEÑO 🎅,UCrWvM6He05ISiAIqZ7UK41w,"STREAM GOTIK (PAPI PAPITO) 

VIDEO OFICIAL
https://youtu.be/AinA9SwBYdI

ESCÚCHALA EN CUALQUIER PLATAFORMA
https://onerpm.lnk.to/Sailorfag_

(◡﹏◕✿)  Siganme en mis otras redes!! (◡﹏◕✿) 

★~Mi canal de música https://www.youtube.com/channel/UCcUxgRlmcubLry_J6NIWlDg Ｏ(≧▽≦)Ｏ

★~Mi Twitch https://www.twitch.tv/sailorentwitch Ｏ(≧▽≦)Ｏ

★~Mi instagram https://www.instagram.com/sailorfag/ Ｏ(≧▽≦)Ｏ

★~Spotify https://open.spotify.com/artist/3YvJLKikEKjbzNBk9rfIKE?si=nWYNoy17SneVvFBiErxsWA Ｏ(≧▽≦)Ｏ

(◡﹏◕✿)  Mis códigos de descuento (◡﹏◕✿) 

★~’’Sailorfag’’ Para 10% en https://www.maimakeup.mx/

★~’’C1392’’ Para 10% en https://yuyatiendaoficial.com/

Gracias por ver mis videos amigas valen mil sin ustedes yo no me la pasaría tan BOMBA :-3",188864,1,26065,False,161,1473,False
24,3TRCLghc9AE,2020-12-16T06:00:34Z,MEGA GOLAZOS GIGNAC Y LEO FERNÁNDEZ!| TIGRES 4-0 NEW YORK | CONCACAF,UCUf4RLsG_TsjinvtL2jT-VA,"#LigaCampeonesxFOX Goleando, caminando y con joyas. Mira el 4-0 de Tigres sobre New York que los pone en semifinales de la Liga de Campeones Scotiabank CONCACAF",1265450,1,16015,False,668,2356,False
25,92xZIHoKSC0,2020-12-17T17:00:02Z,24 Horas VIENDO con LAG “Experimento”,UCNfoPrh2gSZpwijbb9SOKmA,"EXPERIMENTO cómo es VIVIR 24 Horas con LAG 

¡Para viajar virtualmente por todo el mundo usa Ablo! haz clic aquí: https://ablo.to/2ITwrRm

Si te ha gustado el vídeo te invito a darle like, es gratis. Me gustaría saber si os gustan estas misiones en realidad virtual y si queréis mas vídeos así.
Agradecer sobre todo al equipo de Ablo por patrocinar este vídeo y hacer posible esta épica misión. 🖤

🌊 Sígueme en Instagram: @portillx
https://www.instagram.com/portillx/

⚡️ Canal de Marc: 
https://www.youtube.com/marcvilas",174996,1,27902,False,227,1156,False
26,WNFUw2S301k,2020-12-16T21:00:11Z,Vagos - La Bestia Ft. @Gera MX,UC5dRZj5FjouN5wYrfjlczpA,"#DMRekordz #LaBestia #GeraMX #Vagos



Instgram: BestiaDavila",169615,1,17635,False,279,664,False
27,UYmewNMw_Jk,2020-12-15T18:54:51Z,Rels B - ME OLVIDÉ DE LOS 2 (Video Oficial),UCzmZtDoRh0zRTTuxiw3zJZg,"Official Music Video by Rels B performing Me Olvidé De Los 2
 
Follow RelsB: 
INSTAGRAM: https://www.instagram.com/skinnyflakk/
YOUTUBE: https://www.youtube.com/user/rels9
TWITTER: https://twitter.com/SkinnyFlakk
FACEBOOK: https://www.facebook.com/relsbofficial/",1656764,1,171390,False,976,8735,False
28,4k7FUAi8crg,2020-12-16T21:21:45Z,MI NOVIO TERMINÓ EN URGENCIAS - MaiLu,UCj4HkE5zO2aSU_LUv4fHB8A,"Hola MaiLutubers, bienvenidos al nuestro canal! En donde compartiremos todas nuestras aventuras juntos como pareja. En el video de hoy les traemos un #Storytime donde les contamos porque Maicol terminó en Urgencias y que le ha estado pasando estas últimas semanas.

❤️ No olviden seguirnos en nuestras redes:

✨Instagram: 

https://www.instagram.com/luisalulu99/
https://www.instagram.com/themaiking_/

✨Youtube:

https://www.youtube.com/channel/UCCyCcRlr_NRDP-JFAhBxq1g
https://www.youtube.com/channel/UC1tx1X2co30JZVYUNr35BEA

✨TikTok:

https://www.tiktok.com/@_lulu99?lang=en
https://www.tiktok.com/@themaiking?lang=en

Sobre nosotros: 

Hola! Somos MaiLu ! Y nuestro contenido se enfoca principalmente en bromas, retos, videos divertidos, videos de risa, comedia, entretenimiento, videojuegos, y videos en parejas como tags y mucho más! 
MaiLu salió de la idea de juntar nuestros 2 nombres, (Maicol y Luisa) ya que ustedes nos pedían tanto hacer videos juntos, esperamos que disfruten al máximo nuestro contenido. No olviden suscribirse y activar la campanita para que no se lo pierdan! 

Nos encanta ver videos de Musas, Los Polinesios, Katie Angel,  Los Polinesios, EnchufeTV, Ami Rodriguez, Kimberly Loaiza, Juan De Dios Pantoja, Yolo Aventuras, Luisito Comunica, Sandra Cires, Katie Angel, AuronPlay... también de casi todos los youtubers colombianos, youtubers mexicanos y youtubers españoles. La mayoria de sus videos me gustan mucho, más que todo sus videos de entretenimieno o videos graciosos, y videos de parejas.",934937,1,89829,False,1244,9460,False
29,8Us95ZsOLdE,2020-12-17T00:00:01Z,"Cali Y El Dandee, Danna Paola, Guaynaa - Nada (Remix / Audio) ft. Brytiago, Akon",UCsuNF5l7GRF4RboY13z5r2w,"Music video by Cali Y El Dandee, Danna Paola, Guaynaa performing Nada (Remix / Audio). Universal Music Latino; © 2020 UMG Recordings, Inc.

http://vevo.ly/gEHNj7",412667,1,34260,False,695,4060,False
